musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,prevOut,checkName
Kristy Berington,20,3/14 11:11:00,12,3/14 18:20:00,12,7h 9m,7h 41m,3/14 03:30:00,6.51,Koyuk
Andy Pohl,12,3/14 11:12:00,11,3/14 18:22:00,11,7h 10m,7h 41m,3/14 03:31:00,6.51,Koyuk
Aaron Peck,50,3/14 11:07:00,12,3/14 18:33:00,10,7h 26m,7h 2m,3/14 04:05:00,7.11,Koyuk
Monica Zappa,48,3/14 15:11:00,12,3/14 23:08:00,12,7h 57m,7h 12m,3/14 07:59:00,6.94,Koyuk
Brett Bruggeman,37,3/14 15:10:00,14,3/14 23:23:00,14,8h 13m,7h 8m,3/14 08:02:00,7.01,Koyuk
Lev Shvarts,22,3/14 17:25:00,11,3/15 01:04:00,11,7h 39m,7h 20m,3/14 10:05:00,6.82,Koyuk
Scott Janssen,23,3/14 16:36:00,13,3/15 01:25:00,13,8h 49m,6h 27m,3/14 10:09:00,7.75,Koyuk
Misha Wiljes,19,3/14 20:44:00,12,3/15 04:31:00,12,7h 47m,8h 8m,3/14 12:36:00,6.15,Koyuk
Jeff Deeter,45,3/14 21:37:00,8,3/15 06:11:00,8,8h 34m,7h 17m,3/14 14:20:00,6.86,Koyuk
Peter Fleck,67,3/14 21:30:00,11,3/15 06:12:00,11,8h 42m,7h 10m,3/14 14:20:00,6.98,Koyuk
Bradley Farquhar,65,3/14 21:38:00,11,3/15 06:14:00,10,8h 36m,7h 17m,3/14 14:21:00,6.86,Koyuk
Dave Delcourt,57,3/15 01:13:00,10,3/15 09:39:00,10,8h 26m,7h 37m,3/14 17:36:00,6.56,Koyuk
Shaynee Traska,5,3/15 02:31:00,10,3/15 12:55:00,8,10h 24m,8h 58m,3/14 17:33:00,5.58,Koyuk
Tim Muto,42,3/15 05:06:00,12,3/15 13:05:00,12,7h 59m,6h 7m,3/14 22:59:00,8.17,Koyuk
Anja Radano,24,3/15 11:13:00,13,3/15 19:00:00,13,7h 47m,7h 57m,3/15 03:16:00,6.29,Koyuk
Meredith Mapes,16,3/15 13:19:00,10,3/15 20:53:00,10,7h 34m,7h 19m,3/15 06:00:00,6.83,Koyuk
Jason Stewart,66,3/15 14:07:00,13,3/15 21:39:00,13,7h 32m,6h 48m,3/15 07:19:00,7.35,Koyuk
Magnus Kaltenborn,6,3/15 16:34:00,14,3/15 22:20:00,14,5h 46m,7h 58m,3/15 08:36:00,6.28,Koyuk
Wade Marrs,11,3/12 22:25:00,9,,,,9h 44m,3/12 12:41:00,5.14,Koyuk
Alan Eischens,53,3/14 20:45:00,14,,,,10h 35m,3/14 10:10:00,4.72,Koyuk
Joar Leifseth Ulsom,33,3/13 00:57:00,12,3/13 01:04:00,12,0h 7m,7h 5m,3/12 17:52:00,6.78,Elim
Nicolas Petit,46,3/13 01:44:00,11,3/13 04:05:00,11,2h 21m,7h 31m,3/12 18:13:00,6.39,Elim
Mitch Seavey,13,3/13 04:15:00,9,3/13 05:54:00,9,1h 39m,7h 7m,3/12 21:08:00,6.74,Elim
Ray Redington Jr,17,3/13 07:20:00,12,3/13 10:30:00,11,3h 10m,7h 13m,3/13 00:07:00,6.65,Elim
Peter Kaiser,30,3/13 08:49:00,9,3/13 10:53:00,8,2h 4m,6h 58m,3/13 01:51:00,6.89,Elim
Richie Diehl,29,3/13 10:35:00,11,3/13 13:51:00,11,3h 16m,6h 19m,3/13 04:16:00,7.60,Elim
Travis Beals,60,3/13 11:38:00,10,3/13 14:04:00,10,2h 26m,7h 18m,3/13 04:20:00,6.58,Elim
Linwood Fiedler,8,3/13 14:10:00,11,3/13 14:13:00,11,0h 3m,6h 40m,3/13 07:30:00,7.20,Elim
Ramey Smyth,21,3/13 12:07:00,11,3/13 14:14:00,10,2h 7m,7h 2m,3/13 05:05:00,6.82,Elim
Jessie Holmes,41,3/13 12:53:00,12,3/13 15:03:00,11,2h 10m,6h 13m,3/13 06:40:00,7.72,Elim
Aaron Burmeister,64,3/13 15:22:00,11,3/13 15:40:00,11,0h 18m,7h 10m,3/13 08:12:00,6.70,Elim
Matt Hall,15,3/13 14:59:00,11,3/13 16:21:00,11,1h 22m,8h 9m,3/13 06:50:00,5.89,Elim
Kelly Maixner,52,3/13 20:01:00,11,3/13 20:05:00,11,0h 4m,9h 26m,3/13 10:35:00,5.09,Elim
Jessie Royer,36,3/13 16:29:00,12,3/13 20:21:00,12,3h 52m,7h 26m,3/13 09:03:00,6.46,Elim
Ketil Reitan,54,3/13 18:01:00,10,3/13 20:25:00,10,2h 24m,8h 49m,3/13 09:12:00,5.44,Elim
Aliy Zirkle,31,3/13 16:25:00,10,3/13 20:26:00,10,4h 1m,7h 11m,3/13 09:14:00,6.68,Elim
Matthew Failor,55,3/13 15:53:00,12,3/13 20:32:00,12,4h 39m,6h 49m,3/13 09:04:00,7.04,Elim
Mats Pettersson,3,3/13 19:11:00,11,3/14 02:00:00,11,6h 49m,6h 58m,3/13 12:13:00,6.89,Elim
Lars Monsen,61,3/13 21:05:00,10,3/14 02:00:00,10,4h 55m,7h 15m,3/13 13:50:00,6.62,Elim
Michelle Phillips,18,3/13 19:14:00,12,3/14 02:01:00,12,6h 47m,7h 2m,3/13 12:12:00,6.82,Elim
Hugh Neff,68,3/13 20:53:00,11,3/14 02:03:00,9,5h 10m,8h 39m,3/13 12:14:00,5.55,Elim
Anna Berington,4,3/14 07:50:00,10,3/14 13:09:00,10,5h 19m,6h 41m,3/14 01:09:00,7.18,Elim
Michi Konno,63,3/14 10:16:00,9,3/14 13:24:00,9,3h 8m,7h 36m,3/14 02:40:00,6.32,Elim
Jeff King,40,3/14 13:08:00,12,3/14 16:17:00,12,3h 9m,6h 8m,3/14 07:00:00,7.83,Elim
Katherine Keith,51,3/14 12:27:00,8,3/14 17:15:00,8,4h 48m,8h 12m,3/14 04:15:00,5.85,Elim
"Michael Williams, Jr.",27,3/14 15:20:00,9,3/14 18:21:00,9,3h 1m,6h 55m,3/14 08:25:00,6.94,Elim
Rick Casillo,9,3/14 16:17:00,10,3/14 21:11:00,10,4h 54m,6h 52m,3/14 09:25:00,6.99,Elim
Martin Buser,28,3/14 14:07:00,12,3/14 21:32:00,12,7h 25m,7h 27m,3/14 06:40:00,6.44,Elim
Cody Strathe,2,3/14 16:18:00,10,3/14 22:36:00,10,6h 18m,6h 43m,3/14 09:35:00,7.15,Elim
Tom Knolmayer,43,3/14 18:28:00,12,3/15 01:01:00,11,6h 33m,6h 58m,3/14 11:30:00,6.89,Elim
Andrew Nolan,56,3/14 20:57:00,12,3/15 01:14:00,12,4h 17m,6h 31m,3/14 14:26:00,7.37,Elim
Charley Bejna,38,3/14 19:16:00,11,3/15 02:14:00,11,6h 58m,7h 41m,3/14 11:35:00,6.25,Elim
Noah Pereira,49,3/14 20:34:00,10,3/15 02:22:00,10,5h 48m,6h 36m,3/14 13:58:00,7.27,Elim
Emily Maxwell,58,3/14 21:43:00,9,3/15 04:58:00,9,7h 15m,6h 43m,3/14 15:00:00,7.15,Elim
Aaron Peck,50,3/15 00:55:00,10,3/15 05:29:00,10,4h 34m,6h 22m,3/14 18:33:00,7.54,Elim
Kristy Berington,20,3/15 01:03:00,12,3/15 07:23:00,11,6h 20m,6h 43m,3/14 18:20:00,7.15,Elim
Andy Pohl,12,3/15 01:10:00,11,3/15 07:23:00,11,6h 13m,6h 48m,3/14 18:22:00,7.06,Elim
Jim Lanier,32,3/14 21:37:00,14,3/15 07:36:00,13,9h 59m,6h 39m,3/14 14:58:00,7.22,Elim
Larry Daugherty,14,3/14 22:14:00,12,3/15 07:52:00,12,9h 38m,7h 59m,3/14 14:15:00,6.01,Elim
Monica Zappa,48,3/15 05:21:00,12,3/15 11:58:00,12,6h 37m,6h 13m,3/14 23:08:00,7.72,Elim
Brett Bruggeman,37,3/15 05:21:00,14,3/15 12:06:00,14,6h 45m,5h 58m,3/14 23:23:00,8.04,Elim
Scott Janssen,23,3/15 07:33:00,13,3/15 12:18:00,11,4h 45m,6h 8m,3/15 01:25:00,7.83,Elim
Lev Shvarts,22,3/15 07:16:00,11,3/15 12:20:00,11,5h 4m,6h 12m,3/15 01:04:00,7.74,Elim
Misha Wiljes,19,3/15 11:03:00,12,3/15 16:02:00,12,4h 59m,6h 32m,3/15 04:31:00,7.35,Elim
Jeff Deeter,45,3/15 12:25:00,8,3/15 19:23:00,8,6h 58m,6h 14m,3/15 06:11:00,7.70,Elim
Bradley Farquhar,65,3/15 12:16:00,10,3/15 19:27:00,10,7h 11m,6h 2m,3/15 06:14:00,7.96,Elim
Peter Fleck,67,3/15 12:21:00,11,3/15 19:32:00,11,7h 11m,6h 9m,3/15 06:12:00,7.80,Elim
Dave Delcourt,57,3/15 15:39:00,10,3/15 23:41:00,10,8h 2m,6h 0m,3/15 09:39:00,8.00,Elim
Tim Muto,42,3/15 18:08:00,12,3/16 02:02:00,12,7h 54m,5h 3m,3/15 13:05:00,9.50,Elim
Shaynee Traska,5,3/15 19:27:00,8,3/16 04:21:00,7,8h 54m,6h 32m,3/15 12:55:00,7.35,Elim
Anja Radano,24,3/16 00:46:00,13,3/16 09:10:00,13,8h 24m,5h 46m,3/15 19:00:00,8.32,Elim
Meredith Mapes,16,3/16 02:27:00,10,3/16 10:09:00,10,7h 42m,5h 34m,3/15 20:53:00,8.62,Elim
Magnus Kaltenborn,6,3/16 04:25:00,14,3/16 10:38:00,13,6h 13m,6h 5m,3/15 22:20:00,7.89,Elim
Jason Stewart,66,3/16 03:33:00,13,3/16 10:42:00,12,7h 9m,5h 54m,3/15 21:39:00,8.14,Elim
Joar Leifseth Ulsom,33,3/13 07:52:00,12,3/13 15:52:00,10,8h 0m,6h 48m,3/13 01:04:00,6.76,White Mountain
Nicolas Petit,46,3/13 11:22:00,11,3/13 19:34:00,10,8h 12m,7h 17m,3/13 04:05:00,6.32,White Mountain
Mitch Seavey,13,3/13 13:24:00,9,3/13 22:00:00,9,8h 36m,7h 30m,3/13 05:54:00,6.13,White Mountain
Ray Redington Jr,17,3/13 17:48:00,11,3/14 01:48:00,11,8h 0m,7h 18m,3/13 10:30:00,6.30,White Mountain
Peter Kaiser,30,3/13 18:35:00,8,3/14 02:38:00,8,8h 3m,7h 42m,3/13 10:53:00,5.97,White Mountain
Richie Diehl,29,3/13 20:49:00,11,3/14 04:49:00,11,8h 0m,6h 58m,3/13 13:51:00,6.60,White Mountain
Travis Beals,60,3/13 21:33:00,10,3/14 05:33:00,10,8h 0m,7h 29m,3/13 14:04:00,6.15,White Mountain
Jessie Holmes,41,3/13 21:41:00,11,3/14 05:41:00,10,8h 0m,6h 38m,3/13 15:03:00,6.93,White Mountain
Ramey Smyth,21,3/13 21:50:00,10,3/14 05:51:00,9,8h 1m,7h 36m,3/13 14:14:00,6.05,White Mountain
Linwood Fiedler,8,3/13 22:13:00,11,3/14 06:17:00,10,8h 4m,8h 0m,3/13 14:13:00,5.75,White Mountain
Matt Hall,15,3/14 00:09:00,11,3/14 08:09:00,9,8h 0m,7h 48m,3/13 16:21:00,5.90,White Mountain
Aaron Burmeister,64,3/14 00:23:00,11,3/14 08:23:00,11,8h 0m,8h 43m,3/13 15:40:00,5.28,White Mountain
Matthew Failor,55,3/14 03:28:00,12,3/14 11:28:00,12,8h 0m,6h 56m,3/13 20:32:00,6.63,White Mountain
Ketil Reitan,54,3/14 03:38:00,10,3/14 11:38:00,9,8h 0m,7h 13m,3/13 20:25:00,6.37,White Mountain
Aliy Zirkle,31,3/14 03:59:00,10,3/14 11:59:00,10,8h 0m,7h 33m,3/13 20:26:00,6.09,White Mountain
Kelly Maixner,52,3/14 04:08:00,11,3/14 12:08:00,10,8h 0m,8h 3m,3/13 20:05:00,5.71,White Mountain
Jessie Royer,36,3/14 04:14:00,12,3/14 12:14:00,11,8h 0m,7h 53m,3/13 20:21:00,5.84,White Mountain
Mats Pettersson,3,3/14 09:08:00,11,3/14 17:08:00,11,8h 0m,7h 8m,3/14 02:00:00,6.45,White Mountain
Michelle Phillips,18,3/14 09:10:00,12,3/14 17:10:00,12,8h 0m,7h 9m,3/14 02:01:00,6.43,White Mountain
Lars Monsen,61,3/14 09:09:00,10,3/14 17:15:00,9,8h 6m,7h 9m,3/14 02:00:00,6.43,White Mountain
Hugh Neff,68,3/14 11:09:00,9,3/14 19:11:00,9,8h 2m,9h 6m,3/14 02:03:00,5.05,White Mountain
Anna Berington,4,3/14 19:26:00,10,3/15 03:26:00,10,8h 0m,6h 17m,3/14 13:09:00,7.32,White Mountain
Michi Konno,63,3/14 20:37:00,9,3/15 04:39:00,9,8h 2m,7h 13m,3/14 13:24:00,6.37,White Mountain
Jeff King,40,3/14 22:14:00,12,3/15 07:49:00,12,9h 35m,5h 57m,3/14 16:17:00,7.73,White Mountain
"Michael Williams, Jr.",27,3/15 01:10:00,9,3/15 09:11:00,9,8h 1m,6h 49m,3/14 18:21:00,6.75,White Mountain
Katherine Keith,51,3/15 01:25:00,8,3/15 09:34:00,8,8h 9m,8h 10m,3/14 17:15:00,5.63,White Mountain
Rick Casillo,9,3/15 04:02:00,10,3/15 12:11:00,10,8h 9m,6h 51m,3/14 21:11:00,6.72,White Mountain
Martin Buser,28,3/15 04:27:00,12,3/15 13:22:00,12,8h 55m,6h 55m,3/14 21:32:00,6.65,White Mountain
Cody Strathe,2,3/15 05:08:00,10,3/15 15:16:00,9,10h 8m,6h 32m,3/14 22:36:00,7.04,White Mountain
Andrew Nolan,56,3/15 07:44:00,12,3/15 16:02:00,11,8h 18m,6h 30m,3/15 01:14:00,7.08,White Mountain
Noah Pereira,49,3/15 09:00:00,10,3/15 17:00:00,10,8h 0m,6h 38m,3/15 02:22:00,6.93,White Mountain
Tom Knolmayer,43,3/15 07:52:00,11,3/15 17:48:00,10,9h 56m,6h 51m,3/15 01:01:00,6.72,White Mountain
Charley Bejna,38,3/15 09:49:00,11,3/15 18:13:00,11,8h 24m,7h 35m,3/15 02:14:00,6.07,White Mountain
Emily Maxwell,58,3/15 11:42:00,9,3/15 19:45:00,9,8h 3m,6h 44m,3/15 04:58:00,6.83,White Mountain
Aaron Peck,50,3/15 12:00:00,10,3/15 20:32:00,10,8h 32m,6h 31m,3/15 05:29:00,7.06,White Mountain
Kristy Berington,20,3/15 13:30:00,11,3/15 21:42:00,10,8h 12m,6h 7m,3/15 07:23:00,7.52,White Mountain
Andy Pohl,12,3/15 13:44:00,11,3/15 21:44:00,10,8h 0m,6h 21m,3/15 07:23:00,7.24,White Mountain
Jim Lanier,32,3/15 14:58:00,13,3/15 23:17:00,13,8h 19m,7h 22m,3/15 07:36:00,6.24,White Mountain
Larry Daugherty,14,3/15 14:53:00,12,3/15 23:20:00,12,8h 27m,7h 1m,3/15 07:52:00,6.56,White Mountain
Scott Janssen,23,3/15 17:30:00,11,3/16 01:37:00,11,8h 7m,5h 12m,3/15 12:18:00,8.85,White Mountain
Monica Zappa,48,3/15 17:45:00,12,3/16 01:49:00,12,8h 4m,5h 47m,3/15 11:58:00,7.95,White Mountain
Brett Bruggeman,37,3/15 17:46:00,14,3/16 01:52:00,14,8h 6m,5h 40m,3/15 12:06:00,8.12,White Mountain
Lev Shvarts,22,3/15 18:32:00,11,3/16 03:16:00,10,8h 44m,6h 12m,3/15 12:20:00,7.42,White Mountain
Misha Wiljes,19,3/15 23:02:00,12,3/16 07:03:00,12,8h 1m,7h 0m,3/15 16:02:00,6.57,White Mountain
Bradley Farquhar,65,3/16 01:31:00,10,3/16 09:42:00,10,8h 11m,6h 4m,3/15 19:27:00,7.58,White Mountain
Peter Fleck,67,3/16 01:30:00,11,3/16 09:51:00,11,8h 21m,5h 58m,3/15 19:32:00,7.71,White Mountain
Jeff Deeter,45,3/16 01:39:00,8,3/16 09:59:00,8,8h 20m,6h 16m,3/15 19:23:00,7.34,White Mountain
Dave Delcourt,57,3/16 06:22:00,10,3/16 14:24:00,10,8h 2m,6h 41m,3/15 23:41:00,6.88,White Mountain
Tim Muto,42,3/16 07:20:00,12,3/16 15:22:00,12,8h 2m,5h 18m,3/16 02:02:00,8.68,White Mountain
Shaynee Traska,5,3/16 11:31:00,7,3/16 19:45:00,7,8h 14m,7h 10m,3/16 04:21:00,6.42,White Mountain
Meredith Mapes,16,3/16 16:04:00,10,3/17 00:09:00,10,8h 5m,5h 55m,3/16 10:09:00,7.77,White Mountain
Anja Radano,24,3/16 16:13:00,13,3/17 00:31:00,12,8h 18m,7h 3m,3/16 09:10:00,6.52,White Mountain
Magnus Kaltenborn,6,3/16 17:12:00,13,3/17 01:27:00,13,8h 15m,6h 34m,3/16 10:38:00,7.01,White Mountain
Jason Stewart,66,3/16 16:57:00,12,3/17 01:39:00,12,8h 42m,6h 15m,3/16 10:42:00,7.36,White Mountain
Joar Leifseth Ulsom,33,3/14 03:00:00,8,,,,3h 7m,3/13 23:53:00,7.06,Nome
Nicolas Petit,46,3/14 05:15:03,10,,,,2h 9m,3/14 03:06:00,10.23,Nome
Mitch Seavey,13,3/14 08:11:15,9,,,,2h 52m,3/14 05:19:00,7.67,Nome
Ray Redington Jr,17,3/14 12:03:01,11,,,,3h 0m,3/14 09:03:00,7.33,Nome
Peter Kaiser,30,3/14 13:09:02,8,,,,3h 14m,3/14 09:55:00,6.80,Nome
Richie Diehl,29,3/14 14:19:47,10,,,,2h 56m,3/14 11:23:00,7.50,Nome
Jessie Holmes,41,3/14 14:39:40,10,,,,2h 49m,3/14 11:50:00,7.81,Nome
Ramey Smyth,21,3/14 15:10:35,9,,,,2h 31m,3/14 12:39:00,8.74,Nome
Travis Beals,60,3/14 15:46:51,10,,,,3h 5m,3/14 12:41:00,7.14,Nome
Linwood Fiedler,8,3/14 16:27:54,10,,,,3h 6m,3/14 13:21:00,7.10,Nome
Matt Hall,15,3/14 18:36:51,9,,,,3h 9m,3/14 15:27:00,6.98,Nome
Aaron Burmeister,64,3/14 19:29:07,11,,,,3h 22m,3/14 16:07:00,6.53,Nome
Matthew Failor,55,3/14 20:53:52,11,,,,2h 44m,3/14 18:09:00,8.05,Nome
Ketil Reitan,54,3/14 20:54:04,9,,,,2h 46m,3/14 18:08:00,7.95,Nome
Aliy Zirkle,31,3/14 21:42:22,10,,,,2h 57m,3/14 18:45:00,7.46,Nome
Jessie Royer,36,3/14 22:59:10,9,,,,3h 14m,3/14 19:45:00,6.80,Nome
Kelly Maixner,52,3/14 23:34:30,10,,,,3h 39m,3/14 19:55:00,6.03,Nome
Mats Pettersson,3,3/15 01:55:23,11,,,,2h 35m,3/14 23:20:00,8.52,Nome
Michelle Phillips,18,3/15 02:36:46,12,,,,2h 38m,3/14 23:58:00,8.35,Nome
Lars Monsen,61,3/15 02:38:03,9,,,,2h 54m,3/14 23:44:00,7.59,Nome
Hugh Neff,68,3/15 08:56:15,9,,,,3h 57m,3/15 04:59:00,5.57,Nome
Anna Berington,4,3/15 12:44:20,10,,,,2h 41m,3/15 10:03:00,8.20,Nome
Michi Konno,63,3/15 15:35:02,8,,,,3h 6m,3/15 12:29:00,7.10,Nome
Jeff King,40,3/15 16:36:32,12,,,,2h 42m,3/15 13:54:00,8.15,Nome
"Michael Williams, Jr.",27,3/15 18:16:46,9,,,,2h 24m,3/15 15:52:00,9.17,Nome
Katherine Keith,51,3/15 20:35:10,8,,,,3h 17m,3/15 17:18:00,6.70,Nome
Rick Casillo,9,3/15 22:29:17,10,,,,3h 13m,3/15 19:16:00,6.84,Nome
Martin Buser,28,3/16 00:02:14,12,,,,3h 14m,3/15 20:48:00,6.80,Nome
Cody Strathe,2,3/16 00:26:47,9,,,,2h 41m,3/15 21:45:00,8.20,Nome
Andrew Nolan,56,3/16 01:03:36,11,,,,2h 49m,3/15 22:14:00,7.81,Nome
Noah Pereira,49,3/16 02:22:12,10,,,,2h 45m,3/15 23:37:00,8.00,Nome
Tom Knolmayer,43,3/16 03:20:30,10,,,,2h 59m,3/16 00:21:00,7.37,Nome
Emily Maxwell,58,3/16 04:55:56,9,,,,2h 45m,3/16 02:10:00,8.00,Nome
Aaron Peck,50,3/16 05:42:06,9,,,,2h 52m,3/16 02:50:00,7.67,Nome
Charley Bejna,38,3/16 05:43:06,9,,,,3h 37m,3/16 02:06:00,6.08,Nome
Kristy Berington,20,3/16 07:08:55,10,,,,2h 53m,3/16 04:15:00,7.63,Nome
Andy Pohl,12,3/16 07:10:31,10,,,,2h 54m,3/16 04:16:00,7.59,Nome
Monica Zappa,48,3/16 11:20:43,12,,,,2h 52m,3/16 08:28:00,7.67,Nome
Brett Bruggeman,37,3/16 11:21:08,14,,,,2h 53m,3/16 08:28:00,7.63,Nome
Larry Daugherty,14,3/16 11:42:06,11,,,,4h 20m,3/16 07:22:00,5.08,Nome
Lev Shvarts,22,3/16 13:12:14,10,,,,2h 54m,3/16 10:18:00,7.59,Nome
Peter Fleck,67,3/16 18:27:31,11,,,,2h 44m,3/16 15:43:00,8.05,Nome
Jeff Deeter,45,3/16 19:50:40,8,,,,3h 9m,3/16 16:41:00,6.98,Nome
Bradley Farquhar,65,3/16 19:58:38,10,,,,3h 12m,3/16 16:46:00,6.88,Nome
Misha Wiljes,19,3/16 20:37:32,12,,,,3h 8m,3/16 17:29:00,7.02,Nome
Tim Muto,42,3/16 23:17:57,12,,,,2h 28m,3/16 20:49:00,8.92,Nome
Dave Delcourt,57,3/16 23:34:19,10,,,,2h 53m,3/16 20:41:00,7.63,Nome
Shaynee Traska,5,3/17 07:08:25,7,,,,3h 12m,3/17 03:56:00,6.88,Nome
Meredith Mapes,16,3/17 08:35:58,10,,,,2h 30m,3/17 06:05:00,8.80,Nome
Jason Stewart,66,3/17 10:53:10,12,,,,2h 45m,3/17 08:08:00,8.00,Nome
Anja Radano,24,3/17 11:00:10,12,,,,2h 49m,3/17 08:11:00,7.81,Nome
Magnus Kaltenborn,6,3/17 11:13:14,13,,,,3h 2m,3/17 08:11:00,7.25,Nome
